koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_model_snr,koi_steff,koi_srad,koi_kepmag
CANDIDATE,1.013774136,131.95888,1.2774,3.39E+04,18.59,166.8,3644,0.389,16.758
CANDIDATE,290.1401717,307.250618,2.1583,4.84E+03,11.58,69.1,5631,1.263,13.906
CONFIRMED,161.515617,176.49978,6.548,2.22E+03,2.88,25.2,4243,0.641,15.561
FALSE POSITIVE,2.112405306,132.97515,2.5845,4.89E+02,19.01,42.2,5562,0.756,14.811
FALSE POSITIVE,1.870990236,132.68949,1.8432,6.43E+02,26.1,37.4,6384,1.086,15.546
FALSE POSITIVE,5.56648691,133.03305,10.931,6.95E+02,43.67,103.6,4694,12.701,9.837
FALSE POSITIVE,1.33253834,132.066,3.737,6.24E+01,0.64,9.7,5520,0.818,15.627
FALSE POSITIVE,1.241483276,132.10028,2.195,1.41E+02,27.25,32,6140,1.053,13.482
FALSE POSITIVE,3.01551943,132.943637,3.1713,1.60E+05,155.81,367.3,5299,2.761,17.357
FALSE POSITIVE,2.112395777,134.034448,2.7714,2.63E+05,115.26,243.2,5780,1,17.388
CONFIRMED,14.8444836,143.576,6.091,1.78E+02,2.49,10.5,6642,1.846,12.345
FALSE POSITIVE,2.252417903,132.436339,1.9767,3.23E+04,27.09,129.5,3979,0.544,15.625
FALSE POSITIVE,2.900613144,133.422871,3.7357,1.65E+05,38.63,617.7,5977,0.931,16.943
FALSE POSITIVE,174.7697122,172.472322,2.3569,6.81E+04,38.79,100.4,5704,0.804,15.549
FALSE POSITIVE,31.43284649,138.11259,5.3541,1.79E+05,57.21,154,5780,1,17.481
CANDIDATE,1.72110057,132.76068,1.922,2.97E+01,0.7,9.3,5700,1.176,13.351
FALSE POSITIVE,9.72675447,139.47635,19.6214,6.64E+03,995.22,366.4,6327,2.433,13.211
FALSE POSITIVE,8.096939227,132.646466,2.8833,1.43E+05,68.48,177.9,6572,1.418,17.637
FALSE POSITIVE,0.64234865,131.911078,2.1184,3.96E+04,25.76,231.7,5441,0.791,16.639
FALSE POSITIVE,130.4194187,229.758424,4.165,2.29E+03,57.51,90.4,5770,1.685,11.241
FALSE POSITIVE,1.78526527,133.1265,6.2233,1.73E+03,41.19,123.1,6505,1.228,14.026
FALSE POSITIVE,4.8591441,132.6666,3.8588,2.18E+03,6.9,81.6,6586,1.207,14.113
FALSE POSITIVE,5.95077813,135.06469,5.6,7.62E+02,32.26,71.9,5122,9.828,12.861
FALSE POSITIVE,99.673478,219.33483,0.968,2.50E+03,576.14,12.6,4932,0.492,15.801
CANDIDATE,4.7425521,133.13755,1.11,3.58E+03,7.27,10.9,6161,1.053,15.432
FALSE POSITIVE,0.955297055,132.179352,1.7405,8.46E+02,18.16,67.3,5319,0.734,15.45
FALSE POSITIVE,280.476576,299.3871,32.24,6.51E+02,3.16,38.7,5869,0.892,13.608
FALSE POSITIVE,152.8255989,197.41339,22.688,2.17E+03,34.85,98.9,4991,7.506,13.226
CANDIDATE,47.1096306,144.13172,5.741,7.52E+02,78.98,35.1,5258,2.78,13.731
CONFIRMED,2.41660149,131.53713,1.9699,8.36E+01,0.92,33.7,5705,1.026,12.737
FALSE POSITIVE,4.252082243,134.299947,2.7543,8.29E+03,33.14,254.8,5802,0.794,15.286
FALSE POSITIVE,14.18022831,143.127623,4.5344,1.73E+05,62.41,472.3,6289,1.142,17.427
CONFIRMED,282.5253558,363.071925,10.7965,9.75E+03,8.98,696,5725,0.913,12.62
FALSE POSITIVE,1.87887673,133.0741983,6.60887,8.24E+05,148.25,3176.9,6569,1.235,13.244
FALSE POSITIVE,17.79391159,134.035628,4.3194,9.34E+04,33.3,247,5780,1,16.328
FALSE POSITIVE,7.942583252,134.817062,7.0612,8.83E+04,219.02,855.4,5516,2.178,15.994
FALSE POSITIVE,15.85231085,142.52451,4.8707,4.38E+05,679.44,252.4,5780,1,17.518
FALSE POSITIVE,2.415925551,133.610004,9.7769,5.61E+05,300.82,1598.3,8796,3.278,14.467
FALSE POSITIVE,0.656201038,132.0994299,4.17901,1.75E+05,112.77,2065.8,6025,0.999,15.168
FALSE POSITIVE,2.617280959,132.391963,9.661,3.09E+03,395.94,262.4,6432,1.345,13.306
CANDIDATE,18.577903,142.171,20.11,9.98E+01,1.36,6.6,6432,1.345,13.306
FALSE POSITIVE,1.412524016,131.704429,5.74859,1.76E+05,68.92,1475.4,6690,1.174,14.964
FALSE POSITIVE,5.77676732,131.5416,6.822,5.79E+03,26.2,74.1,4401,0.645,15.466
CONFIRMED,88.40678718,176.274619,12.3079,1.72E+03,4.55,328,5611,1.073,12.16
FALSE POSITIVE,3.635723653,134.6084,2.1862,8.00E+01,1.23,43.1,6422,1.295,11.826
FALSE POSITIVE,369.181947,399.5169,3.239,9.13E+02,2.6,9.9,5959,0.859,14.433
FALSE POSITIVE,45.3968385,136.93885,4.477,1.36E+03,21.23,38.9,5649,0.705,15.024
FALSE POSITIVE,15.160166,136.55982,5.856,3.08E+02,2.09,26.1,5940,1.191,13.59
FALSE POSITIVE,2.63009438,132.22517,11.226,3.89E+02,25.55,69.4,6338,1.091,14.651
FALSE POSITIVE,9.40527028,134.55181,2.076,4.71E+02,25.39,20.7,6347,0.996,14.685
FALSE POSITIVE,4.15713766,132.21689,1.808,7.70E+01,1.17,9.2,6470,1.324,12.28
FALSE POSITIVE,3.2136904,132.98252,2.205,5.58E+01,1.22,19.2,6184,1.579,12.618
FALSE POSITIVE,2.87066026,133.66393,1.541,4.51E+02,1.72,13.2,5910,0.796,15.413
FALSE POSITIVE,31.24611088,138.4604477,4.76,,,,,,14.706
FALSE POSITIVE,82.37208458,208.4205685,6.35,,,,,,14.688
FALSE POSITIVE,0.991105114,131.893383,2.2137,2.86E+05,36.87,273.8,4769,0.578,16.948
FALSE POSITIVE,12.42558039,141.5382062,57.2012,1.13E+03,21.34,58.8,4594,0.743,14.652
CONFIRMED,138.944022,153.90645,10.611,5.30E+02,2.57,28,6014,1.115,14.208
FALSE POSITIVE,12.4260454,141.5025,27.7691,5.82E+02,2.64,55.7,5645,0.817,15.604
FALSE POSITIVE,12.4260002,133.9385,30.1966,4.69E+02,2.39,47.8,5645,0.817,15.604
FALSE POSITIVE,1.50650136,132.98952,3.1126,6.69E+01,0.8,41.9,5607,0.948,12.903
CANDIDATE,0.968026356,131.756162,0.7143,2.13E+02,1.78,32.6,6469,1.193,14.479
FALSE POSITIVE,1.179969562,133.381942,1.9745,1.11E+03,120.02,277.9,5500,3.899,12.989
FALSE POSITIVE,10.10176739,131.80667,2.1267,6.02E+02,26.09,28.8,6058,0.867,14.694
CANDIDATE,10.57910009,141.07251,1.4553,3.29E+02,2.03,17.9,6323,1.093,14.572
CONFIRMED,1.480283464,134.37254,2.486,6.05E+01,0.97,21.3,5897,1.259,13.522
FALSE POSITIVE,15.42040937,133.516609,2.3707,1.48E+04,16.62,268.5,5468,0.88,15.596
CONFIRMED,9.97682072,131.76825,3.4873,9.67E+02,2.85,31.3,5500,0.928,14.943
FALSE POSITIVE,61.4913415,163.63194,9.627,3.69E+03,4.57,70.5,4796,0.598,15.943
CANDIDATE,5.0263815,135.5595,4.384,7.72E+01,0.84,8.5,5783,0.962,14.877
FALSE POSITIVE,16.00351679,146.38812,4.001,6.68E+02,18.01,29.9,5283,0.695,14.733
FALSE POSITIVE,1.86390886,132.19741,4.414,1.76E+02,77.99,18.3,6689,3.381,13.027
FALSE POSITIVE,2.03743942,131.55893,3.103,1.13E+02,0.82,16,5751,0.774,15.047
FALSE POSITIVE,332.74984,386.9102,14.77,5.18E+02,2.55,8.7,6372,1.112,15.487
FALSE POSITIVE,45.60304785,171.32001,8.35,,,,,,15.206
FALSE POSITIVE,2.4681015,132.07692,2.83,1.73E+02,1.22,22.1,5516,0.872,14.874
FALSE POSITIVE,12.53449909,134.95078,6.02,,,,,,15.725
FALSE POSITIVE,215.15218,171.913,19.97,2.64E+02,1.36,6.7,5914,0.828,15.075
FALSE POSITIVE,3.17275711,133.98944,5.404,3.13E+02,1.27,30.1,5058,0.739,15.936
CANDIDATE,6.68231249,132.18853,3.251,4.87E+01,2.09,12.3,5343,2.506,13.052
FALSE POSITIVE,0.73619448,132.08341,1.1148,2.47E+02,1.84,27.2,6355,1.09,15.145
FALSE POSITIVE,10.18670759,132.51843,7.498,2.61E+02,0.95,35.5,3995,0.555,14.651
FALSE POSITIVE,365.994154,217.68143,13.071,6.99E+02,2.87,23.8,6074,0.965,14.05
FALSE POSITIVE,0.54028956,131.85133,3.619,2.94E+02,21.45,58.4,5997,0.993,14.568
FALSE POSITIVE,2.49047468,133.44225,2.2003,2.22E+02,1.53,20.7,6067,0.997,15.429
FALSE POSITIVE,2.17257963,133.00429,1.5794,3.36E+02,13.55,27.1,6038,0.971,14.845
FALSE POSITIVE,3.307669761,131.56743,1.672,2.43E+02,3.87,66.7,5959,2.382,12.936
FALSE POSITIVE,3.183961388,132.865355,3.7875,3.93E+04,37.22,339.2,5716,1.76,12.678
FALSE POSITIVE,48.507991,148.3182,8.984,2.89E+02,2.06,11.4,6031,0.966,15.365
FALSE POSITIVE,0.759766456,131.7904,5.323,4.81E+02,29.02,73,6174,1.026,15.932
FALSE POSITIVE,1.219034472,132.100235,2.151,6.92E+03,9.82,99.2,5833,1.192,14.914
FALSE POSITIVE,7.37339245,134.0101,2.883,1.25E+02,13.73,36.6,6484,1.093,12.197
FALSE POSITIVE,4.70847097,134.153065,6.0503,3.26E+04,19.58,607.2,6214,1.061,14.417
FALSE POSITIVE,2.404556949,131.67616,7.4918,4.09E+02,4.69,147.1,6426,1.775,13.474
CANDIDATE,66.119119,145.2356,3.086,8.62E+02,3,9.8,5828,1.028,15.978
CANDIDATE,0.982090079,131.701452,1.44892,5.40E+03,29.95,304.1,5472,0.742,15.933
FALSE POSITIVE,2.972047661,133.24987,1.198,5.95E+03,24.74,20,4491,0.711,15.772
FALSE POSITIVE,2.237180102,133.68185,1.4734,4.94E+02,1.75,23.3,5080,0.793,15.938
FALSE POSITIVE,0.93374232,131.52477,6.552,3.51E+02,18.29,49.1,5553,0.806,15.239
FALSE POSITIVE,134.76309,131.94463,8.77,,,,,,14.922
FALSE POSITIVE,0.495434094,133.458716,1.2496,2.88E+02,1.57,57.2,5529,0.936,14.672
FALSE POSITIVE,8.48031302,135.86745,5.988,1.07E+02,2.74,20.2,6541,2.43,13.124
FALSE POSITIVE,5.40534383,131.8513595,2.32,,,,,,14.313
CANDIDATE,0.66682654,133.041202,0.7847,5.12E+02,1.49,33.4,3993,0.554,15.745
FALSE POSITIVE,0.882131829,131.900716,6.8106,3.62E+03,8.13,70.6,6168,0.911,15.039
FALSE POSITIVE,0.489682339,131.5738141,1.7495,4.32E+05,37.47,628.2,3898,0.53,16.946
CONFIRMED,364.751562,135.47514,13.057,1.48E+03,2.89,25.5,4386,0.63,15.188
FALSE POSITIVE,2.189098506,132.080937,5.1498,2.53E+03,29.7,194.9,5681,0.859,15.753
FALSE POSITIVE,0.7088055,132.168239,3.6789,1.76E+04,41.08,195.6,5989,0.908,15.036
FALSE POSITIVE,88.821421,160.4918,9.35,3.94E+02,234.99,7.8,5081,3.365,13.747
FALSE POSITIVE,1.507761203,132.942717,3.096,2.77E+03,31.77,153.1,5069,0.818,15.583
FALSE POSITIVE,1.506019633,133.02809,2.408,1.37E+02,1.08,18.8,6065,0.896,15.005
FALSE POSITIVE,0.572513875,131.776,2.353,4.93E+01,0.52,10.2,5171,0.76,15.078
FALSE POSITIVE,35.14578122,136.493569,2.253,6.79E+03,32.5,86.8,5437,0.783,15.838
FALSE POSITIVE,3.690317047,131.542094,1.3784,4.66E+02,20.23,43,6120,1.054,14.336
CONFIRMED,105.9566815,182.05127,6.9988,2.29E+03,3.79,51.8,5327,0.8,15.795
FALSE POSITIVE,2.95600563,134.06322,2.6717,7.61E+01,0.81,35.5,5668,0.916,12.58
FALSE POSITIVE,11.80570754,133.050811,2.0494,2.05E+03,18.48,124.9,6065,1.891,12.829
FALSE POSITIVE,25.3710555,141.8015,3.739,7.86E+01,1.43,8.3,6029,1.494,13.78
CANDIDATE,1.38680229,132.532038,1.7065,2.42E+02,29.33,84.4,6823,2.037,12.655
FALSE POSITIVE,8.58966893,132.01936,6.962,4.30E+02,155.18,47.5,3837,80.307,13.866
FALSE POSITIVE,4.468456599,138.741584,1.4195,9.07E+02,24.81,39.1,5869,0.942,13.954
FALSE POSITIVE,0.933754669,132.44306,4.048,8.93E+01,1.48,43.2,6443,1.457,13.343
FALSE POSITIVE,86.79876649,199.89506,2.99,,,,,,15.092
FALSE POSITIVE,164.5750675,222.03648,9.57,,,,,,13.215
FALSE POSITIVE,1.71030803,131.6107,2.718,2.16E+02,1.32,21,5790,0.9,15.862
FALSE POSITIVE,79.9201319,197.21721,4.482,1.33E+03,1.81,21.9,3812,0.476,15.577
FALSE POSITIVE,199.3113,172.4242,6.43,3.84E+02,1.64,6.5,5662,0.789,15.37
FALSE POSITIVE,157.82131,137.7418,12.42,1.92E+02,1.59,6.9,6082,1.147,14.856
FALSE POSITIVE,2.28612573,133.53049,12.408,3.02E+02,22.63,45.3,6063,1.012,15.116
CONFIRMED,199.66876,131.609,8.996,2.52E+02,1.45,13.9,5678,0.921,14.033
FALSE POSITIVE,1.33254971,132.05415,4.69,1.58E+02,1.36,35.3,6150,1.004,15.271
FALSE POSITIVE,0.469334634,131.736456,0.8864,3.40E+02,2.4,49.1,5888,1.008,14.67
FALSE POSITIVE,0.849277809,132.17649,3.137,6.91E+02,20.11,17.1,5743,0.853,15.845
CONFIRMED,71.4523167,148.80814,6.276,2.17E+02,2.19,16.6,6148,1.488,13.781
FALSE POSITIVE,1.752564549,132.71889,3.503,1.17E+02,1.38,38,6221,1.18,13.608
FALSE POSITIVE,0.566816802,131.77983,1.981,9.40E+01,0.68,12.9,4665,0.704,15.678
FALSE POSITIVE,1.752553762,132.72735,3.877,4.15E+02,1.06,32.5,4408,0.529,15.828
FALSE POSITIVE,2.065351521,133.15601,2.661,1.73E+02,1.03,25.3,5266,0.749,14.788
FALSE POSITIVE,2.253551793,132.4798,3.66,1.20E+02,1.7,42.1,6526,1.426,13.121
CONFIRMED,1.06378861,131.52465,1.072,2.52E+02,1.61,21.5,5265,1.002,14.229
FALSE POSITIVE,123.1149477,172.26301,17.24,,,,,,9.473
FALSE POSITIVE,1.854493861,132.49056,4.2367,1.29E+03,29.39,108.2,5431,0.843,14.898
FALSE POSITIVE,1.020713389,132.20309,0.873,1.02E+02,0.9,11.3,5815,0.87,15.186
FALSE POSITIVE,2.1990638,133.06948,3.197,3.45E+02,1.33,19.3,5003,0.707,15.957
FALSE POSITIVE,132.1331011,149.17288,26.715,7.96E+03,75.08,284.3,5067,8.121,9.715
FALSE POSITIVE,1.120646438,131.59197,1.7664,3.23E+02,89.35,45.7,4972,4.034,13.695
FALSE POSITIVE,1.710279417,131.61739,2.252,2.29E+02,1.57,19.9,5834,1.023,15.795
FALSE POSITIVE,65.238281,158.9557,5.756,1.97E+02,5.18,10.3,5254,3.761,11.479
FALSE POSITIVE,0.56679641,131.8085,2.324,2.67E+01,0.46,14.1,5403,0.888,13.686
CONFIRMED,9.88736642,139.52781,4.23,6.80E+01,0.68,14.6,5693,0.816,13.461
CONFIRMED,42.3520039,131.61246,7.773,5.13E+02,6.3,30.5,6864,2.632,12.852
CONFIRMED,0.789160884,131.50545,0.9268,2.15E+02,0.91,23.6,4258,0.622,15.031
FALSE POSITIVE,2.399081606,133.06425,4.384,6.07E+03,40.6,89.9,5780,1,16.494
FALSE POSITIVE,5.14072621,135.0222,27.24,1.46E+02,19.28,44.5,5751,1.035,13.753
FALSE POSITIVE,0.566798545,131.8431,5.224,3.69E+01,0.53,23.3,5629,0.87,13.519
CONFIRMED,1.44445234,132.80685,0.9753,2.01E+02,2.03,20.9,5305,1.449,14.536
FALSE POSITIVE,3.55653637,133.5172,8.7,2.03E+02,1.7,23.1,5950,1.114,14.377
FALSE POSITIVE,9.60853601,137.74499,3.672,5.84E+02,31.99,19.3,6377,1.158,15.974
FALSE POSITIVE,0.933747751,131.52218,3.9236,7.66E+01,2.07,49.5,6985,2.187,13.369
FALSE POSITIVE,3.17463577,132.24293,10.988,4.06E+02,9.32,83.1,5999,0.996,14.934
FALSE POSITIVE,0.902222843,131.7156501,2.0516,2.97E+01,48.23,5.1,3705,89.806,13.547
FALSE POSITIVE,22.4685309,148.4968,3.034,2.42E+02,20.05,21.3,5461,3.301,13.301
FALSE POSITIVE,10.16104834,141.51593,3.0448,9.09E+02,2.72,36.8,5636,0.913,15.047
FALSE POSITIVE,2.743978797,133.76412,6.442,4.00E+04,38.11,56.5,5334,0.81,13.805
FALSE POSITIVE,1.332561398,132.0511,4.103,1.51E+02,2.16,77.1,6468,1.602,13.616
CANDIDATE,12.89623554,136.82697,2.625,4.27E+02,2.55,32.9,6072,0.923,14.107
FALSE POSITIVE,364.14397,376.4124,15.37,5.14E+02,2.2,9.3,6039,0.951,15.508
FALSE POSITIVE,21.78769087,136.69645,4.498,5.08E+02,71.95,38.1,5627,3.05,12.967
CONFIRMED,5.90741476,133.93511,1.016,5.57E+03,5.1,7.2,4963,0.69,15.625
FALSE POSITIVE,2.368173896,133.81015,2.346,1.01E+04,10.92,52.9,5944,0.991,15.533
FALSE POSITIVE,5.73865933,136.91835,4.051,6.89E+02,1.84,40.1,3841,0.509,15.51
FALSE POSITIVE,91.05641908,204.836321,6.7282,5.76E+04,53.1,701.1,6142,1.046,15.959
CANDIDATE,2.52443998,133.77012,2.369,4.58E+01,1.53,10.6,6461,2.225,13.063
CONFIRMED,4.49686066,134.20642,1.7306,1.93E+03,1.93,37,3698,0.444,16.283
CANDIDATE,0.5374094,131.49675,1.2039,9.42E+01,0.96,21.9,5749,0.988,14.832
CONFIRMED,24.7543849,140.20732,3.39,5.93E+02,2.1,18,4852,0.804,15.514
FALSE POSITIVE,0.475068516,131.8191,0.8552,1.10E+02,1.03,21.4,6045,0.955,14.255
FALSE POSITIVE,1.79683793,134.83029,7.911,2.23E+02,3.37,27.9,7592,1.714,13.613
FALSE POSITIVE,187.5125128,178.10516,8.05,,,,,,15.711
FALSE POSITIVE,12.425484,133.99,28.0218,1.17E+02,1.55,43,5478,1.017,13.585
CONFIRMED,17.7838298,146.91035,3.997,2.47E+02,1.6,18.7,6014,1.021,14.651
FALSE POSITIVE,1.204529346,131.93613,1.62,8.69E+01,1.4,11.1,5340,1.504,14.259
FALSE POSITIVE,2.15839583,131.89506,8.09,3.52E+02,14.28,38.9,5272,0.662,15.239
CANDIDATE,1.570592397,131.530377,0.623,2.14E+02,1.37,29.7,5519,0.921,13.14
FALSE POSITIVE,371.1495,415.4245,15.855,5.97E+02,2.07,11.5,5988,0.836,15.342
FALSE POSITIVE,3.374684854,131.769948,4.48335,8.09E+04,49.25,658.3,5754,0.943,15.746
FALSE POSITIVE,2.61841046,136.66312,3.304,1.80E+02,1.12,24.8,5912,0.82,14.598
FALSE POSITIVE,4.593594819,134.889552,2.6391,1.46E+03,8.85,83.5,6075,0.969,14.455
FALSE POSITIVE,125.0426,240.291,8.99,1.04E+02,1.2,6.4,6273,1.139,13.538
FALSE POSITIVE,6.17039154,354.54497,2.116,5.03E+02,2.17,19,6137,0.963,15.406
FALSE POSITIVE,0.364860478,132.07029,1.4736,1.13E+02,0.68,23.5,5220,0.642,14.823
CANDIDATE,6.422943288,135.55302,1.0815,2.61E+02,1.66,30.6,6102,1.016,12.335
FALSE POSITIVE,6.90522317,137.02059,3.533,4.20E+02,4.54,34.4,6596,1.721,13.502
FALSE POSITIVE,1.5259105,132.7061,3.114,8.39E+01,2.63,14.3,6640,2.099,12.203
FALSE POSITIVE,4.27121961,132.10466,2.9283,9.67E+02,2.17,38,4702,0.67,15.938
CANDIDATE,1.306984786,131.529128,1.194,3.02E+02,18.33,38.4,6102,1.026,14.024
FALSE POSITIVE,0.769358923,131.57827,1.5364,4.48E+01,1.93,19.8,5267,2.935,12.055
FALSE POSITIVE,0.755109106,132.56239,2.967,1.06E+02,0.85,34,5452,0.815,13.974
FALSE POSITIVE,25.3239215,138.49766,70.405,1.38E+03,19.02,214.5,5128,0.668,14.856
CONFIRMED,4.61225043,133.86134,2.695,2.91E+01,0.51,13.7,5495,0.961,11.83
CONFIRMED,7.99022379,132.268,3.273,1.66E+02,1.97,17.6,5689,1.542,14.59
FALSE POSITIVE,4.1749166,134.1713,4.828,4.07E+01,0.61,11.8,5910,0.94,13.391
FALSE POSITIVE,0.56678694,131.82489,1.959,6.12E+01,0.63,8.3,5341,0.808,15.817
FALSE POSITIVE,0.73094701,132.22433,4.223,2.28E+02,15.83,31.2,5767,0.837,15.312
FALSE POSITIVE,0.686994057,131.661024,3.5252,2.80E+03,35.3,136.6,5780,1,9.16
FALSE POSITIVE,1.324247867,131.51043,1.4759,8.33E+01,1.3,26.5,6557,1.406,13.869
FALSE POSITIVE,0.780632043,132.190835,1.4109,7.37E+02,79.67,141,5354,2.18,13.331
FALSE POSITIVE,0.730947169,132.22192,4.396,2.48E+02,14.43,49.1,5514,0.826,15.01
FALSE POSITIVE,41.16676097,158.917777,2.2133,5.39E+03,17.82,185.2,5193,0.805,13.418
FALSE POSITIVE,1.083736642,134.1369208,1.57912,8.93E+03,237.84,954.2,5591,5.618,12.923
FALSE POSITIVE,2.45570369,133.03195,3.1,2.74E+02,55.95,23.5,5148,2.314,13.39
FALSE POSITIVE,0.64234875,131.910695,1.3699,1.04E+02,2.78,61.3,7089,2.584,12.305
FALSE POSITIVE,5.204286663,135.885314,6.2598,3.52E+04,16,153,5332,0.86,15.424
FALSE POSITIVE,6.352090869,134.2069907,3.88771,7.51E+04,18.9,1343.2,5089,0.693,14.933
FALSE POSITIVE,1.877350712,132.26591,1.7478,1.86E+02,1.46,23.1,6382,1.059,14.688
FALSE POSITIVE,2.11552348,134.09961,6.712,3.59E+02,21.43,28.9,5900,0.951,15.897
FALSE POSITIVE,2.84573962,134.27578,7.28,2.12E+02,3.63,83.9,5557,2.372,13.591
FALSE POSITIVE,7.01476115,136.88345,3.945,1.22E+02,1.02,27.5,5912,0.87,13.601
FALSE POSITIVE,0.941603153,132.976171,1.1886,4.62E+02,2.29,46.2,5237,0.837,14.834
FALSE POSITIVE,24.40213373,149.47431,12.57,,,,,,13.424
FALSE POSITIVE,1.13357304,131.8204,2.849,3.31E+01,0.59,12,6147,0.954,14.207
FALSE POSITIVE,0.643468999,131.83868,1.1108,1.08E+02,0.88,19.6,5670,0.843,14.658
FALSE POSITIVE,112.645961,182.99824,7.037,1.96E+03,35.36,23.3,5895,0.991,15.701
FALSE POSITIVE,0.526887517,131.86561,0.8971,1.20E+02,0.58,20.6,3945,0.519,14.694
FALSE POSITIVE,4.14244748,132.907,2.203,6.99E+01,1.82,12.3,6785,2.124,11.056
FALSE POSITIVE,0.777663575,131.52537,1.1741,1.34E+02,0.95,28.1,5769,0.812,14.397
FALSE POSITIVE,0.552834211,131.75468,1.2887,1.46E+02,18.09,30,5132,2.648,13.931
FALSE POSITIVE,0.758354475,132.623984,4.56811,5.82E+05,149.44,1560.5,7131,1.83,16.975
CONFIRMED,76.5369531,164.15644,5.574,6.52E+02,3.73,17.7,5596,1.466,15.28
FALSE POSITIVE,3.43525124,132.6333,4.509,1.52E+02,25.43,6.3,5854,1.742,14.603
FALSE POSITIVE,0.962828092,132.20697,4.411,6.30E+01,40.82,22.7,6552,3.44,13.306
CANDIDATE,3.11141514,132.4992,3.074,2.84E+01,0.7,8.3,6450,1.273,13.396
FALSE POSITIVE,1.878156188,136.2716,2.058,7.88E+02,2.51,38.4,5075,0.67,15.75
FALSE POSITIVE,7.81153999,136.33101,5.984,9.13E+02,23.56,41.3,5150,0.71,15.611
FALSE POSITIVE,0.993488979,131.607354,1.9694,2.43E+04,17.9,145.8,5811,0.998,14.701
FALSE POSITIVE,1.334104585,132.3674913,3.14624,6.17E+04,44.9,1334.6,6319,1.083,15.387
FALSE POSITIVE,2.115498574,134.11259,6.738,4.44E+02,25.84,45.4,5917,1,15.147
FALSE POSITIVE,3.40076682,131.8405,4.7,2.11E+01,0.69,7.4,6134,1.496,12.06
FALSE POSITIVE,6.49676881,132.17439,2.527,1.35E+02,3.74,10.6,6418,3.049,12.396
FALSE POSITIVE,2.057499811,133.31318,2.569,3.26E+02,1.27,23.6,4620,0.736,15.504
FALSE POSITIVE,10.5856758,136.9685,4.911,1.79E+02,1.49,8.1,6246,1.092,13.748
FALSE POSITIVE,2.69633621,132.99538,5.238,2.39E+02,15.78,26.5,6106,0.923,15.319
FALSE POSITIVE,11.2580745,140.794,23.516,7.13E+02,2.14,55.4,4257,0.586,15.83
FALSE POSITIVE,0.566795586,131.83245,4.124,3.94E+01,0.66,19.6,6108,0.997,14.549
FALSE POSITIVE,1.099291188,131.50242,1.765,2.83E+02,1.37,19.8,4878,0.843,15.496
FALSE POSITIVE,0.47462889,131.54237,1.0194,3.31E+02,1.43,31.2,4904,0.786,15.692
CONFIRMED,103.4269873,220.22869,5.03,9.50E+02,3.16,17.8,6208,1.024,15.549
CANDIDATE,0.352515897,132.01659,1.0525,1.68E+02,1,38,5465,0.766,14.867
FALSE POSITIVE,0.299697755,132.017121,0.8473,3.47E+02,2.03,53.6,5180,0.782,14.828
CANDIDATE,0.339069751,131.86957,1.1516,5.32E+01,2.09,38.2,5653,2.183,12.771
FALSE POSITIVE,0.56681727,131.7715,1.779,3.59E+01,0.42,9.1,5481,0.708,14.916
FALSE POSITIVE,1.081935491,131.52874,5.136,2.03E+02,0.99,33.9,4938,0.718,15.254
CONFIRMED,0.524175803,131.60105,0.7648,2.37E+02,1.27,22.4,5278,0.815,15.04
FALSE POSITIVE,1.89129881,132.6639,5.294,8.20E+01,0.86,29.8,5806,0.893,13.911
CONFIRMED,4.94330596,135.57568,2.9334,1.26E+02,1.41,27.7,5661,1.008,12.697
CONFIRMED,178.139072,210.11802,9.654,6.79E+02,2.25,20.3,5431,0.879,14.56
CANDIDATE,0.619023176,131.92817,1.496,7.79E+01,0.79,8.9,5395,0.891,15.775
CANDIDATE,120.003364,250.137832,3.3803,3.96E+04,15.08,131.1,4315,0.668,15.635
FALSE POSITIVE,4.067371428,134.316022,5.8962,6.34E+04,68.81,1094.6,5385,0.75,15.858
FALSE POSITIVE,1.540395781,131.99631,1.6305,1.73E+02,0.94,46.6,4955,0.735,12.057
FALSE POSITIVE,32.9045733,141.29325,4.402,6.62E+02,28.34,19.7,5780,1,13.96
FALSE POSITIVE,2.46353343,135.3459,2.954,8.30E+02,21.49,6.8,5541,0.777,14.914
FALSE POSITIVE,22.91339043,140.64839,3.94,5.41E+03,24.11,86.9,5451,0.6,15.469
FALSE POSITIVE,1.541350116,132.32528,3.29,3.78E+02,1.5,51.7,5150,0.784,15.316
FALSE POSITIVE,1.205412526,131.93619,1.537,1.09E+02,12.6,17.2,6292,1.122,13.064
FALSE POSITIVE,1.710316235,131.60973,3.614,4.09E+02,23.38,31.2,6147,1.096,15.961
CONFIRMED,23.9210408,139.07872,5.174,1.58E+02,3.01,21.9,7121,1.972,12.768
CONFIRMED,9.03326435,137.17738,2.857,6.11E+02,1.96,18.3,5311,0.788,15.901
FALSE POSITIVE,356.535835,433.62066,5.467,3.11E+03,28.27,25.7,5385,0.75,15.481
CONFIRMED,3.490785878,133.10269,1.4513,3.37E+02,1.32,32.7,5496,0.725,14.678
FALSE POSITIVE,1.92149487,133.2283,1.891,1.01E+03,79.14,11.6,6831,2.247,12.659
CONFIRMED,1.093665854,132.47213,1.4399,2.18E+02,1.29,33.5,5845,0.874,14.815
CANDIDATE,141.608555,190.27633,7.685,1.26E+03,2.98,43.3,5083,0.844,13.336
